fighter_id,name,win,lose,draw,nc,height,weight,reach,stance,dob,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,last_updated
1613,Helio Dipp,6,3,0,0,"6' 5""",185 lbs.,75,Orthodox,,0.6,0.25,1.8,0.62,0.0,0.0,0.5,0.0,2018-11-21 21:14:01.140057
1614,Rodolfo Marques Diniz,14,1,1,0,"5' 6""",135 lbs.,68,,"Jan 23, 1984",1.08,0.32,2.36,0.33,0.0,0.0,0.5,1.8,2018-11-21 21:14:05.223373
1615,Drew Dimanlig,3,3,0,0,,185 lbs.,75,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:14:09.019012
1616,Ralph Dillon,0,1,1,0,"6' 2""",205 lbs.,76,Orthodox,,0.34,0.14,0.69,0.6,0.0,0.0,0.0,0.0,2018-11-21 21:14:11.432023
1617,TJ Dillashaw,17,3,0,0,"5' 6""",135 lbs.,67,Orthodox,"Feb 07, 1986",5.38,0.41,2.94,0.66,1.69,0.37,0.86,1.0,2018-11-21 21:14:15.71558
1618,Seth Dikun,7,4,0,0,"5' 10""",135 lbs.,69,Orthodox,"Aug 05, 1980",1.45,0.26,2.18,0.55,0.0,0.0,0.45,0.9,2018-11-21 21:14:19.717364
1619,Kyle Dietz,5,2,0,0,"5' 8""",135 lbs.,68,Orthodox,"Apr 29, 1986",1.82,0.45,2.08,0.62,0.0,0.0,0.0,0.0,2018-11-21 21:14:24.199795
1620,Josh Diekmann,15,8,0,1,"5' 4""",246 lbs.,77,,"Oct 09, 1976",0.94,0.08,4.69,0.54,0.0,0.0,0.0,0.0,2018-11-21 21:14:29.246551
1621,Mark Dickman,11,3,0,0,"5' 9""",145 lbs.,70,,"Jul 19, 1984",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:14:30.632221
1622,Adrian Diaz,11,4,1,0,"5' 10""",145 lbs.,70,Southpaw,"Apr 26, 1988",0.48,0.42,3.84,0.51,2.4,0.5,0.0,0.0,2018-11-21 21:14:34.148698
1623,Ryan Diaz,13,13,0,0,,145 lbs.,70,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:14:36.593633
1624,Michael Diaz,1,3,0,0,,260 lbs.,77,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:14:40.800697
1625,Nate Diaz,20,11,0,0,"6' 0""",170 lbs.,76,Southpaw,"Apr 16, 1985",4.64,0.44,3.69,0.54,1.17,0.3,0.45,1.4,2018-11-21 21:14:45.318473
1626,Nick Diaz,26,9,0,2,"6' 1""",185 lbs.,76,Southpaw,"Aug 02, 1983",5.43,0.42,3.56,0.61,1.32,0.33,0.6,1.0,2018-11-21 21:14:48.542818
1627,Hacran Dias,23,6,1,0,"5' 8""",155 lbs.,69,Orthodox,"Jun 16, 1984",2.08,0.41,3.31,0.55,2.5,0.39,0.76,0.5,2018-11-21 21:14:52.567843
1628,Rafael Dias,15,8,2,0,"5' 9""",145 lbs.,70,Orthodox,"Oct 20, 1979",1.13,0.27,2.19,0.6,3.17,0.47,1.0,1.2,2018-11-21 21:14:56.253206
1629,Eldo Xavier Dias,0,1,0,0,"5' 11""",180 lbs.,75,,"Jul 16, 1964",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:14:59.902707
1630,Tyler Diamond,9,2,0,0,"5' 7""",145 lbs.,69,Orthodox,"Mar 18, 1991",3.4,0.47,2.53,0.44,3.0,0.75,0.7,0.0,2018-11-21 21:15:01.995609
1631,Marc Diakiese,12,3,0,0,"5' 10""",155 lbs.,73,Orthodox,"Mar 16, 1993",2.6,0.32,2.9,0.54,2.05,0.31,0.61,0.0,2018-11-21 21:15:06.19993
1632,Thomas Diagne,5,4,1,0,"6' 1""",154 lbs.,71,,"Sep 03, 1983",4.53,0.48,4.53,0.63,2.0,1.0,0.66,0.0,2018-11-21 21:15:10.545314
1633,Cyrille Diabate,20,10,3,0,"6' 6""",205 lbs.,81,Southpaw,"Oct 06, 1973",4.06,0.71,1.78,0.6,1.17,0.83,0.53,0.2,2018-11-21 21:15:14.656769
1634,Alessio Di Chirico,12,2,0,0,"6' 0""",185 lbs.,74,Orthodox,"Dec 12, 1989",3.36,0.41,2.94,0.63,2.48,0.56,0.77,0.0,2018-11-21 21:15:18.019901
1635,Edwin DeWees,37,15,0,1,"6' 1""",185 lbs.,75,Orthodox,"Aug 07, 1982",1.53,0.33,6.19,0.39,2.18,0.66,0.0,3.3,2018-11-21 21:15:21.894279
1636,John Devine,6,4,0,0,,,0,,,1.52,0.18,2.28,0.57,0.0,0.0,0.0,0.0,2018-11-21 21:15:26.137347
1637,Cory Devela,11,5,0,0,"5' 0""",185 lbs.,75,Orthodox,,4.07,0.41,4.0,0.47,1.07,0.12,0.62,0.0,2018-11-21 21:15:28.922904
1638,Tony DeSouza,10,4,0,0,"6' 0""",170 lbs.,70,Southpaw,"Jul 26, 1974",1.12,0.52,1.57,0.41,2.25,0.42,0.4,1.5,2018-11-21 21:15:33.325688
1639,Booker DeRousse,3,5,0,0,"6' 2""",205 lbs.,76,,"Mar 23, 1981",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:15:36.14813
1640,Mackenzie Dern,7,0,0,0,"5' 4""",115 lbs.,63,Orthodox,"Mar 24, 1993",4.87,0.48,3.32,0.65,0.86,0.16,0.0,1.7,2018-11-21 21:15:39.80499
1641,Jason Dent,21,12,0,0,"5' 10""",155 lbs.,71,Orthodox,"Jun 12, 1980",2.01,0.39,3.7,0.62,0.0,0.0,0.26,1.4,2018-11-21 21:15:44.360068
1642,Robert Densley,9,10,0,0,"5' 9""",155 lbs.,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:15:46.864881
1643,Thomas Denny,27,19,1,0,"5' 10""",170 lbs.,73,Orthodox,"Apr 19, 1971",2.26,0.33,5.94,0.43,0.97,0.5,0.44,0.0,2018-11-21 21:15:51.075579
1644,Nick Denis,11,3,0,0,"5' 7""",135 lbs.,68,Orthodox,"Oct 11, 1983",6.54,0.53,5.42,0.36,2.8,1.0,0.8,0.0,2018-11-21 21:15:55.018413
1645,Chris Dempsey,11,4,0,0,"5' 10""",185 lbs.,72,Orthodox,"Sep 08, 1987",2.25,0.32,2.82,0.65,2.64,0.23,0.16,0.0,2018-11-21 21:15:58.712387
1646,Justin DeMoney,13,5,1,0,,170 lbs.,73,,"Jul 01, 1985",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:16:01.045971
1647,Jason DeLucia,33,21,1,0,"5' 11""",190 lbs.,76,Southpaw,"Jul 24, 1969",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:16:04.325036
1648,Jon Delos Reyes,8,5,0,0,"5' 6""",125 lbs.,67,Orthodox,"Aug 19, 1987",2.99,0.38,4.14,0.51,3.2,0.83,0.55,1.9,2018-11-21 21:16:08.33333
1649,Roland Delorme,9,4,0,1,"5' 9""",135 lbs.,71,Orthodox,"Dec 18, 1983",2.28,0.44,4.32,0.4,2.51,0.34,0.42,1.6,2018-11-21 21:16:12.698626
1650,Israel Delgado,0,2,0,0,"5' 10""",155 lbs.,71,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:16:15.126173
1651,Rolando Delgado,11,5,1,0,"6' 3""",155 lbs.,77,Orthodox,"Nov 22, 1981",1.56,0.4,1.83,0.62,1.17,0.22,0.0,3.5,2018-11-21 21:16:18.462332
1652,Humberto DeLeon,6,5,0,0,,135 lbs.,68,,"Nov 12, 1989",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:16:22.987911
1653,Shane del Rosario,11,2,0,0,"6' 4""",250 lbs.,79,Southpaw,"Sep 23, 1983",3.93,0.6,2.97,0.54,1.2,0.4,0.16,2.4,2018-11-21 21:16:27.390897
1654,Issac DeJesus,9,3,1,1,,145 lbs.,70,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:16:31.565818
1655,Tom DeBlass,7,2,0,0,"6' 0""",185 lbs.,75,Orthodox,"May 14, 1982",1.5,0.35,4.43,0.37,1.0,0.5,0.28,0.5,2018-11-21 21:16:35.811177
1656,Crezio de Souza,1,2,0,0,,170 lbs.,73,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:16:38.978938
1657,Germaine de Randamie,8,3,0,0,"5' 9""",135 lbs.,71,Orthodox,"Apr 24, 1984",3.13,0.45,2.16,0.67,0.0,0.0,0.88,0.2,2018-11-21 21:16:42.893489
1658,Maria Oliveira,10,4,0,0,"5' 5""",115 lbs.,0,Orthodox,"Dec 12, 1996",2.62,0.42,11.48,0.23,0.0,0.0,0.0,0.0,2018-11-21 21:16:45.225097
1659,Talita Bernardo,6,3,0,0,"5' 4""",135 lbs.,68,Orthodox,"Mar 04, 1987",2.85,0.46,3.65,0.58,2.0,0.25,0.5,0.7,2018-11-21 21:16:49.386318
1660,Jorge de Oliveira,7,2,0,0,"5' 8""",155 lbs.,71,Orthodox,"Jan 22, 1980",1.26,0.31,4.84,0.48,0.0,0.0,0.22,0.0,2018-11-21 21:16:53.617675
1661,Johil de Oliveira,16,13,1,1,"5' 6""",170 lbs.,73,Orthodox,,0.51,0.34,0.73,0.58,1.1,0.5,0.44,0.6,2018-11-21 21:16:57.207605
1662,Edilberto de Oliveira,20,8,2,0,"6' 0""",170 lbs.,73,Orthodox,"Nov 22, 1982",4.12,0.32,6.79,0.61,0.0,0.0,0.0,0.0,2018-11-21 21:17:00.696368
1663,Rodrigo de Lima,8,3,1,0,"5' 7""",155 lbs.,75,Orthodox,"Mar 12, 1991",1.29,0.33,5.5,0.32,2.66,0.36,0.0,1.3,2018-11-21 21:17:03.918251
1664,Mike de la Torre,14,7,0,1,"5' 11""",145 lbs.,71,Orthodox,"Sep 22, 1986",3.21,0.39,4.75,0.51,0.36,0.16,0.83,0.0,2018-11-21 21:17:07.933397
1665,Mark De La Rosa,11,1,0,0,"5' 6""",135 lbs.,65,Orthodox,"Aug 31, 1994",3.24,0.43,3.0,0.57,1.05,0.2,0.5,0.5,2018-11-21 21:17:12.202513
1666,Montana De La Rosa,9,4,0,0,"5' 7""",125 lbs.,68,,"Feb 14, 1995",3.79,0.37,3.06,0.55,0.0,0.0,0.0,1.8,2018-11-21 21:17:15.96059
1667,Chris de la Rocha,4,2,0,0,"6' 3""",250 lbs.,80,Orthodox,"May 15, 1979",4.28,0.42,5.51,0.46,2.41,0.27,1.0,1.6,2018-11-21 21:17:19.190469
1668,Philip De Fries,9,3,0,1,"6' 5""",250 lbs.,82,Orthodox,"Apr 21, 1986",2.3,0.47,3.0,0.37,3.29,0.42,1.0,0.6,2018-11-21 21:17:23.229866
1669,Angel De Anda,18,6,0,0,"5' 9""",225 lbs.,76,Orthodox,"May 28, 1985",5.68,0.46,6.32,0.47,0.0,0.0,0.0,0.0,2018-11-21 21:17:26.860312
1670,Martin Day,8,2,0,0,"5' 10""",135 lbs.,71,Orthodox,"Nov 10, 1988",4.53,0.43,2.73,0.59,1.0,0.5,0.66,0.0,2018-11-21 21:17:31.145533
1671,Jason Day,19,12,0,0,"6' 0""",185 lbs.,72,Orthodox,"May 19, 1981",3.61,0.54,3.46,0.47,1.13,1.0,0.0,0.0,2018-11-21 21:17:35.904346
1672,Grant Dawson,11,1,0,0,"5' 10""",145 lbs.,70,Switch,"Feb 20, 1994",3.84,0.48,0.48,0.57,2.4,1.0,0.5,4.8,2018-11-21 21:17:37.906376
1673,Hakeem Dawodu,8,1,1,0,"5' 8""",145 lbs.,73,Orthodox,"Jul 02, 1991",4.98,0.45,1.6,0.65,0.0,0.0,1.0,0.0,2018-11-21 21:17:40.86533
1674,Mike Davis,5,1,0,0,"6' 0""",145 lbs.,72,Orthodox,"Oct 07, 1992",5.13,0.49,7.4,0.48,0.0,0.0,1.0,0.0,2018-11-21 21:17:43.856431
1675,Brandon Davis,9,5,0,0,"5' 10""",145 lbs.,72,Orthodox,"May 08, 1990",4.97,0.33,4.36,0.64,0.22,0.33,0.57,0.0,2018-11-21 21:17:47.374149
1676,Danny Davis,6,5,1,0,"6' 2""",170 lbs.,73,,"Jul 28, 1982",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:17:51.484201
1677,Alexis Davis,19,8,0,0,"5' 6""",125 lbs.,68,Orthodox,"Oct 04, 1984",4.18,0.44,4.16,0.55,0.8,0.38,0.34,1.0,2018-11-21 21:17:55.226915
1678,Justin Davis,14,10,0,0,"5' 11""",205 lbs.,76,,"Apr 01, 1983",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:17:57.685598
1679,Mike Davis,2,0,0,0,,,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:18:02.161503
1680,Lemont Davis,2,5,0,0,"5' 8""",170 lbs.,73,Orthodox,,0.87,0.54,1.27,0.55,1.0,0.5,0.0,1.0,2018-11-21 21:18:04.881005
1681,Phil Davis,13,3,0,1,"6' 2""",205 lbs.,79,Orthodox,"Sep 25, 1984",2.85,0.34,1.33,0.72,2.99,0.38,0.72,0.6,2018-11-21 21:18:08.111263
1682,LC Davis,17,4,0,0,"5' 8""",135 lbs.,69,Southpaw,"Oct 28, 1980",2.04,0.3,2.1,0.59,2.27,0.46,0.66,0.2,2018-11-21 21:18:09.867905
1683,Marcus Davis,20,9,0,1,"5' 10""",170 lbs.,70,Southpaw,"Aug 24, 1973",2.72,0.39,2.79,0.65,1.6,0.48,0.47,1.4,2018-11-21 21:18:13.881804
1684,Rick Davis,3,1,1,0,"5' 9""",155 lbs.,71,Orthodox,,3.09,0.5,6.19,0.64,0.0,0.0,0.0,0.0,2018-11-21 21:18:18.115452
1685,Brian Davidson,8,3,0,0,"5' 6""",145 lbs.,70,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:18:22.278759
1686,Sean Daugherty,0,2,0,0,"6' 0""",175 lbs.,75,,"Dec 04, 1975",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:18:26.272969
1687,Beneil Dariush,15,4,1,0,"5' 10""",155 lbs.,72,Southpaw,"May 06, 1989",3.92,0.48,2.64,0.61,1.47,0.3,0.8,0.8,2018-11-21 21:18:30.97491
1688,Karen Darabedyan,9,4,0,0,"5' 7""",155 lbs.,68,Orthodox,"Dec 18, 1986",3.43,0.51,2.62,0.67,2.14,0.75,0.0,0.0,2018-11-21 21:18:34.308677
1689,Mac Danzig,22,12,1,0,"5' 8""",155 lbs.,70,Orthodox,"Jan 02, 1980",3.39,0.48,3.44,0.57,1.2,0.37,0.46,0.6,2018-11-21 21:18:40.711482
1690,Eduardo Dantas,20,4,0,0,"5' 10""",135 lbs.,68,,"Feb 03, 1989",3.33,0.6,3.0,0.6,4.0,0.23,1.0,0.0,2018-11-21 21:18:42.930923
1691,Alexandre Dantas,0,2,0,0,"6' 2""",238 lbs.,77,Orthodox,"Mar 01, 1979",0.21,0.25,1.87,0.6,0.0,0.0,0.0,3.1,2018-11-21 21:18:45.37588
1692,Marques Daniels,5,5,0,0,,155 lbs.,71,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:18:49.41943
1693,Raymond Daniels,0,1,0,0,"6' 2""",185 lbs.,75,Southpaw,,0.0,0.0,2.61,0.38,0.0,0.0,0.33,3.0,2018-11-21 21:18:52.489501
1694,Jarjis Danho,6,1,1,1,"6' 3""",265 lbs.,74,Orthodox,"Oct 15, 1983",3.39,0.48,5.77,0.47,0.57,0.2,1.0,0.0,2018-11-21 21:18:56.034074
1695,Cindy Dandois,8,3,0,0,"5' 7""",135 lbs.,68,Orthodox,"Oct 26, 1984",3.13,0.32,3.4,0.58,5.0,0.55,0.0,0.0,2018-11-21 21:18:58.957896
1696,Carina Damm,17,6,0,0,"5' 4""",135 lbs.,68,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:19:03.329941
1697,Rodrigo Damm,12,9,0,0,"5' 7""",155 lbs.,71,Orthodox,"Feb 03, 1980",3.5,0.36,5.61,0.57,0.44,0.16,0.8,0.3,2018-11-21 21:19:08.361953
1698,Marko Damiani,0,2,0,0,"6' 0""",170 lbs.,73,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:19:11.893457
1699,Aisling Daly,16,6,0,0,"5' 2""",115 lbs.,64,,"Dec 24, 1987",2.92,0.52,1.4,0.55,2.15,0.41,0.33,0.9,2018-11-21 21:19:16.354815
1700,Richard Dalton,4,3,1,0,"6' 1""",205 lbs.,76,Orthodox,,1.2,0.69,3.27,0.25,1.0,0.11,0.0,0.0,2018-11-21 21:19:19.382298
1701,Dave Dalgliesh,30,19,2,0,"6' 2""",205 lbs.,76,Orthodox,"Apr 05, 1978",0.0,0.0,1.85,0.5,0.0,0.0,0.0,0.0,2018-11-21 21:19:23.324832
1702,Paul Daley,31,11,2,0,"5' 9""",170 lbs.,76,Orthodox,"Feb 21, 1983",3.14,0.47,2.37,0.6,0.91,0.4,0.64,0.0,2018-11-21 21:19:27.70861
1703,Nicolas Dalby,14,2,1,0,"5' 11""",170 lbs.,74,Orthodox,"Nov 16, 1984",3.27,0.38,3.33,0.55,2.0,0.5,0.69,0.0,2018-11-21 21:19:32.082611
1704,Sheymon Moraes,11,2,0,0,"5' 8""",145 lbs.,72,Orthodox,"Oct 11, 1990",2.76,0.4,3.06,0.67,0.0,0.0,0.47,0.0,2018-11-21 21:19:35.395852
1705,Henrique da Silva,14,5,0,0,"6' 3""",205 lbs.,76,Orthodox,"Sep 01, 1989",3.89,0.6,5.28,0.4,0.25,0.14,0.22,0.2,2018-11-21 21:19:40.502469
1706,Claudio Silva,12,1,0,0,"5' 11""",170 lbs.,71,Southpaw,"Sep 06, 1982",2.55,0.45,2.32,0.45,3.04,0.25,0.5,0.9,2018-11-21 21:19:44.122081
1707,Jussier Formiga,22,5,0,0,"5' 5""",125 lbs.,67,Orthodox,"Apr 14, 1985",1.34,0.38,2.17,0.65,1.86,0.37,0.85,0.7,2018-11-21 21:19:48.587512
1708,Marcos da Matta,8,2,0,0,"5' 4""",145 lbs.,70,,"Mar 18, 1973",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:19:52.636423
1709,Chris Curtis,18,5,0,0,"5' 10""",170 lbs.,0,Orthodox,"Jul 15, 1987",7.23,0.7,5.34,0.6,0.0,0.0,0.0,0.0,2018-11-21 21:20:04.309621
1710,Sarah D'alelio,4,2,0,0,"5' 7""",145 lbs.,70,,"Dec 13, 1980",2.4,0.33,0.0,1.0,0.0,0.0,1.0,0.0,2018-11-21 21:20:10.423589
1711,Kailin Curran,4,6,0,0,"5' 4""",115 lbs.,65,Orthodox,"Apr 11, 1991",3.89,0.43,4.75,0.53,2.0,0.57,0.61,0.6,2018-11-21 21:20:10.862414
1712,Ion Cutelaba,14,3,0,1,"6' 1""",205 lbs.,75,Southpaw,"Dec 14, 1993",4.62,0.35,3.16,0.48,1.95,0.66,0.69,0.0,2018-11-21 21:20:11.003358
1713,Pat Curran,22,7,0,0,"5' 9""",145 lbs.,70,,"Aug 31, 1987",4.7,0.58,4.4,0.63,2.5,0.62,0.66,0.0,2018-11-21 21:20:12.541726
1714,Jeff Curran,35,15,1,0,"5' 6""",135 lbs.,69,Orthodox,"Sep 02, 1977",1.54,0.31,2.48,0.6,0.35,0.12,0.35,1.2,2018-11-21 21:20:15.089337
1715,Larry Cureton,0,2,0,0,"6' 2""",240 lbs.,77,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:20:18.92439
1716,Alton Cunningham,5,1,0,0,"6' 2""",185 lbs.,77,Orthodox,"Jun 24, 1993",1.66,0.62,9.61,0.38,0.0,0.0,1.0,0.0,2018-11-21 21:20:22.294884
1717,Luke Cummo,6,6,0,0,"6' 0""",170 lbs.,74,Orthodox,"Apr 27, 1980",1.74,0.43,1.5,0.59,0.89,0.55,0.42,1.4,2018-11-21 21:20:25.947185
1718,Patrick Cummins,10,6,0,0,"6' 2""",205 lbs.,76,Orthodox,"Nov 16, 1980",4.21,0.5,3.36,0.55,4.51,0.4,0.28,0.1,2018-11-21 21:20:27.944489
1719,Everett Cummings,12,0,0,0,,205 lbs.,76,,,0.43,0.6,4.34,0.45,0.0,0.0,0.0,2.2,2018-11-21 21:20:32.221988
1720,Zak Cummings,21,6,0,0,"6' 0""",170 lbs.,75,Southpaw,"Aug 02, 1984",2.49,0.3,2.86,0.52,1.09,0.38,0.66,0.9,2018-11-21 21:20:36.637054
1721,Abel Cullum,18,6,0,0,"5' 7""",139 lbs.,70,Orthodox,"Apr 21, 1987",1.82,0.4,1.23,0.46,4.01,0.52,0.0,2.8,2018-11-21 21:20:40.910511
1722,Chris Culley,11,8,0,0,,145 lbs.,70,,"Mar 25, 1986",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:20:44.793562
1723,Jay Cucciniello,9,1,0,0,"5' 7""",155 lbs.,0,Orthodox,"Jul 23, 1986",0.93,0.21,4.73,0.36,0.0,0.0,0.71,0.0,2018-11-21 21:20:49.180547
1724,Dominick Cruz,22,2,0,0,"5' 8""",135 lbs.,68,Orthodox,"Mar 09, 1985",3.53,0.31,2.15,0.74,3.17,0.5,0.83,0.1,2018-11-21 21:20:53.75705
1725,Marcio Cruz,7,3,0,0,"6' 4""",232 lbs.,77,Orthodox,"Apr 24, 1978",2.92,0.46,1.51,0.68,0.53,0.07,0.37,1.6,2018-11-21 21:20:56.799699
1726,Jim Crute,7,0,0,0,"6' 2""",205 lbs.,0,Orthodox,"Mar 04, 1996",14.83,0.65,9.35,0.53,0.0,0.0,0.0,0.0,2018-11-21 21:21:00.987035
1727,Richard Crunkilton,19,3,0,0,"5' 7""",155 lbs.,71,Orthodox,"Nov 25, 1979",1.97,0.41,1.66,0.58,4.68,0.61,0.65,1.5,2018-11-21 21:21:04.022943
1728,Daron Cruickshank,16,8,0,1,"5' 8""",155 lbs.,72,Switch,"Jun 11, 1985",2.88,0.38,2.98,0.57,2.04,0.41,0.6,0.2,2018-11-21 21:21:08.444742
1729,Allen Crowder,9,3,0,1,"6' 3""",245 lbs.,76,Orthodox,"Nov 08, 1989",3.58,0.54,2.33,0.6,1.79,0.33,1.0,0.9,2018-11-21 21:21:12.519723
1730,Jeff Crotty,1,1,0,0,,155 lbs.,71,,,0.93,0.35,3.33,0.54,5.0,0.38,0.0,1.0,2018-11-21 21:21:15.144539
1731,Alex Crispin,0,1,0,0,,155 lbs.,71,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:21:19.530751
1732,Alexander Crispim,7,2,0,0,,145 lbs.,70,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:21:21.997666
1733,Paul Creighton,3,1,0,0,"5' 6""",155 lbs.,71,Southpaw,"Jun 04, 1970",0.72,0.75,4.65,0.3,5.37,0.37,0.0,0.0,2018-11-21 21:21:26.232828
1734,Tim Credeur,12,4,0,0,"6' 3""",185 lbs.,75,Orthodox,"Jul 09, 1977",3.59,0.3,3.13,0.57,0.41,1.0,0.5,3.3,2018-11-21 21:21:30.229552
1735,Alberto Crane,15,5,0,0,"5' 5""",155 lbs.,71,Orthodox,"Jul 14, 1976",0.43,0.25,2.61,0.57,0.0,0.0,0.5,4.0,2018-11-21 21:21:34.255537
1736,Dan Cramer,7,3,0,0,"6' 2""",170 lbs.,73,Orthodox,"Oct 31, 1985",0.97,0.3,2.1,0.31,0.0,0.0,0.66,0.5,2018-11-21 21:21:36.800778
1737,Paul Craig,10,2,0,0,"6' 3""",205 lbs.,76,Orthodox,"Nov 27, 1987",2.51,0.51,3.64,0.44,1.45,0.23,0.66,1.9,2018-11-21 21:21:41.140565
1738,Andrew Craig,9,4,0,0,"6' 1""",170 lbs.,76,Orthodox,"Jan 15, 1986",2.39,0.4,3.01,0.5,0.53,0.37,0.72,0.0,2018-11-21 21:21:44.960562
1739,Nathan Coy,15,7,0,0,"5' 10""",170 lbs.,69,Southpaw,"Jul 24, 1978",3.88,0.52,2.4,0.61,3.17,0.47,0.5,0.0,2018-11-21 21:21:49.564045
1740,Jeff Cox,10,7,0,0,"5' 10""",155 lbs.,71,Orthodox,"Aug 02, 1968",0.56,0.25,1.69,0.33,4.23,0.5,0.8,0.0,2018-11-21 21:21:52.229441
1741,Colby Covington,14,1,0,0,"5' 11""",170 lbs.,72,Orthodox,"Feb 22, 1988",3.26,0.38,2.2,0.57,5.63,0.51,0.78,0.2,2018-11-21 21:21:55.859659
1742,Nikk Covert,3,4,0,0,"5' 8""",185 lbs.,75,,"Aug 04, 1969",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:22:00.789515
1743,Ryan Couture,7,3,0,0,"5' 10""",155 lbs.,75,Orthodox,"Aug 27, 1982",3.54,0.45,2.87,0.54,1.55,0.29,0.46,1.3,2018-11-21 21:22:04.132999
1744,Kim Couture,3,6,0,0,"5' 8""",135 lbs.,68,Orthodox,"Dec 18, 1975",12.12,0.8,2.31,0.69,0.0,0.0,0.0,0.0,2018-11-21 21:22:07.945908
1745,Randy Couture,19,11,0,0,"6' 1""",205 lbs.,75,Orthodox,"Jun 22, 1963",2.85,0.57,1.53,0.59,2.78,0.46,0.58,0.5,2018-11-21 21:22:14.816657
1746,Dave Courchaine,5,5,0,0,"5' 8""",170 lbs.,73,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:22:15.012112
1747,Rashad Coulter,8,4,0,0,"5' 11""",205 lbs.,76,Orthodox,"Nov 27, 1981",3.74,0.5,7.02,0.52,0.0,0.0,0.57,0.0,2018-11-21 21:22:19.116435
1748,JR Coughran,6,1,0,0,"5' 6""",145 lbs.,71,Orthodox,"May 17, 1994",12.29,0.57,6.8,0.45,0.0,0.0,0.75,0.0,2018-11-21 21:22:21.172312
1749,JC Cottrell,17,5,0,0,"5' 9""",155 lbs.,71,Orthodox,"Nov 04, 1989",0.79,0.25,2.75,0.45,0.79,1.0,0.5,0.0,2018-11-21 21:22:24.95671
1750,Patrick Cote,24,11,0,0,"5' 11""",170 lbs.,71,Orthodox,"Feb 29, 1980",2.81,0.48,3.21,0.48,0.68,0.2,0.43,0.2,2018-11-21 21:22:28.681168
1751,Guilherme Costa,7,1,0,0,,155 lbs.,71,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:22:31.884083
1752,Jadson Costa,10,2,0,1,"5' 7""",155 lbs.,71,Orthodox,,0.2,0.5,3.05,0.5,0.0,0.0,0.0,0.0,2018-11-21 21:22:36.193709
1753,Miguel Cosio,1,12,0,0,"6' 4""",205 lbs.,76,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:22:40.714756
1754,Chad Corvin,6,0,0,0,"6' 5""",255 lbs.,77,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-21 21:22:44.759033
1755,Wesley Correira,19,14,0,0,"6' 3""",260 lbs.,77,Orthodox,"Nov 11, 1978",2.6,0.36,8.8,0.4,0.0,0.0,0.9,0.0,2018-11-21 21:22:46.928219
1756,Bethe Correia,10,3,1,0,"5' 5""",135 lbs.,64,Orthodox,"Jun 22, 1983",4.34,0.45,3.87,0.59,0.48,0.25,0.85,0.0,2018-11-21 21:22:49.887564
